pmm,smm,vmm,exclude,deceased,first_name,nick_name,last_name,organization_name,total_donations,total_pledge,largest_gift,largest_gift_appeal,first_gift_date,last_gift_date,last_gift_amount,last_gift_request,last_gift_appeal,address_line1,address_line2,city,contact_phone_type,phone_restrictions,email_restrictions,communication_restrictions,subscription_events_in_person,subscription_events_magazine,communication_preference
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Hassan,,Hernández,,0,334347,0,Appeal1,0,0,0,1730186395,Appeal2,777 Laurel Way,Apt 666,Richmond,Work,Do Not Call,No Mass Appeals,No Mass Communications,Opt-out,Opt-out,Appeal
Peter Smith,John Doe,Sven Müller,yes,no,Mei,Pumpkin,López,,974971,0,582270,Appeal3,1732026289,335899535,39753,1728085266,Appeal3,1717 Hickorywood Court,Unit 606,Campbell River,Work,No Mass Communications,No Mass Communications,,Opt-out,Opt-out,Appeal
Hiroshi Nakamura,Bob Brown,Olga Smirnov,yes,no,Jane,,Nakamura,,0,722234,0,Appeal3,0,0,0,1708566527,Appeal2,1818 Juniperwood Drive,,Delta,Home,No Surveys,No Mass Appeals,No Surveys,Opt-in,Opt-out,Research update
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Leila,,Lee,,0,0,0,Appeal3,0,0,0,1715625909,Appeal1,1010 Redwoodwood Circle,Unit 202,Vernon,Mobile,No Surveys,No Mass Communications,,Opt-out,Opt-out,
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Juan,,Hernández,Acme Anvils Inc.,0,675765,0,Appeal3,0,0,0,1713994564,Appeal1,565 Cedarwood Boulevard,Apt 505,Kelowna,Mobile,No Mass Communications,No Mass Appeals,,Opt-out,Opt-out,
Parvati Patel,Alice Smith,Olga Smirnov,no,no,Zainab,Angel,Smith,,492715,590305,71985,Appeal1,1665675019,431597160,77918,1732623060,Appeal1,666 Juniper Road,Apt 505,North Vancouver,Home,,Do Not Email,No Mass Appeals,Opt-in,Opt-out,
Parvati Patel,Bob Brown,Olga Smirnov,yes,no,Hassan,,Nakamura,,433697,250164,139722,Appeal3,1655891214,588667150,188587,1733892190,Appeal2,111 Poplar Avenue,Unit 404,Maple Ridge,Home,No Mass Appeals,No Mass Communications,,Opt-out,Opt-out,Newsletter
Peter Smith,John Doe,Chao Nguyen,yes,no,Bob,,González,,0,0,0,Appeal3,0,0,0,1739703396,Appeal3,909 Aspenwood Way,Apt 505,Parksville,Work,Do Not Call,,,Opt-in,Opt-in,Magazine
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Zainab,,?,,759340,610145,611065,Appeal1,1662921628,260664507,45024,1719229830,Appeal2,121 Maplewood Place,,North Vancouver,Work,Do Not Call,No Mass Appeals,Do Not Email,Opt-in,Opt-in,Newsletter
Hiroshi Nakamura,Bob Brown,Olga Smirnov,yes,no,Carlos,Champ,Öztürk,,0,81016,0,Appeal3,0,0,0,1719333124,Appeal3,1313 Poplarwood Street,Unit 606,North Vancouver,Mobile,,No Mass Communications,,Opt-in,Opt-out,Inspiration event
Peter Smith,John Doe,Sven Müller,yes,no,John,Champ,Lee,,443444,63681,286338,Appeal3,1695431132,1103768993,106404,1738743405,Appeal3,232 Oakwood Street,Unit 111,Campbell River,Work,Do Not Call,,No Mass Communications,Opt-in,Opt-in,Holiday Card
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Ahmed,,Ivanov,,599098,0,249493,Appeal1,1597005109,153152086,53189,1713124796,Appeal1,202 Cedar Court,Apt 666,Abbotsford,Work,No Mass Appeals,No Surveys,Do Not Email,Opt-in,Opt-in,Appeal
Gurtrude Schmidt,John Doe,Sven Müller,no,no,Hiroshi,Sweetheart,Singh,,30832,508582,17235,Appeal2,1734459386,607688797,4472,1735172955,Appeal3,1313 Poplarwood Street,Unit 676,Saanich,Work,No Mass Appeals,No Mass Appeals,No Mass Appeals,Opt-in,Opt-out,Thank you
Peter Smith,John Doe,Chao Nguyen,no,no,Jane,,Gupta,,175648,427409,115428,Appeal2,1632354922,177603113,48923,1724544529,Appeal2,787 Sprucewood Drive,,Campbell River,Home,No Mass Appeals,No Surveys,No Mass Communications,Opt-out,Opt-in,Newsletter
Peter Smith,John Doe,Chao Nguyen,no,yes,Fatima,,?,,203277,671384,114602,Appeal1,1606817118,516843680,8028,1739285262,Appeal1,789 Pine Lane,Unit 404,Nanaimo,Home,Do Not Call,Do Not Email,No Mass Communications,Opt-in,Opt-out,Thank you
Parvati Patel,Bob Brown,Priya Gupta,no,no,Sven,,Jones,,0,425500,0,Appeal1,0,0,0,1726601037,Appeal1,202 Cedar Court,Apt 222,Maple Ridge,Mobile,No Mass Communications,No Surveys,Do Not Email,Opt-in,Opt-out,Research update
Peter Smith,John Doe,Sven Müller,yes,no,Sven,,Brown,,721017,976674,110129,Appeal2,1653842189,467539149,227069,1717913253,Appeal2,343 Pinewood Avenue,Apt 121,Saanich,Work,No Mass Appeals,,Do Not Email,Opt-in,Opt-out,Inspiration event
Parvati Patel,Bob Brown,Olga Smirnov,yes,no,Yuki,,Ivanov,,427446,876790,280179,Appeal2,1623537287,264982405,22991,1722827282,Appeal2,777 Laurel Way,Unit 555,Delta,Work,,Do Not Email,No Surveys,Opt-in,Opt-out,Holiday Card
Peter Smith,John Doe,Sven Müller,yes,no,Bob,,Cohen,,0,161375,0,Appeal2,0,0,0,1738821985,Appeal3,1515 Magnoliawood Lane,Unit 202,Victoria,Work,No Mass Appeals,No Mass Appeals,,Opt-in,Opt-in,Survey
Hiroshi Nakamura,Bob Brown,Priya Gupta,no,no,Maria,Buttercup,Kumar,,258538,0,143731,Appeal2,1718262557,412839655,197323,1715813340,Appeal1,676 Elmwood Court,Unit 202,White Rock,Home,No Surveys,,No Surveys,Opt-out,Opt-out,Inspiration event
Parvati Patel,Alice Smith,Olga Smirnov,yes,no,Rajesh,Cutie,Williams,,0,874650,0,Appeal2,0,0,0,1722625895,Appeal2,111 Poplar Avenue,Apt 787,White Rock,Home,No Surveys,Do Not Email,Do Not Email,Opt-out,Opt-out,Thank you
Hiroshi Nakamura,Bob Brown,Olga Smirnov,yes,no,Rajesh,Darling,Gupta,,0,0,0,Appeal3,0,0,0,1719484029,Appeal1,666 Juniper Road,Unit 676,Maple Ridge,Mobile,No Mass Communications,No Mass Appeals,No Mass Appeals,Opt-in,Opt-out,Event
Parvati Patel,Alice Smith,Olga Smirnov,yes,no,Ahmed,Babe,Brown,,574110,294037,243033,Appeal1,1590830974,734361585,9679,1725352266,Appeal3,999 Alder Terrace,Unit 111,Port Coquitlam,Mobile,No Surveys,,No Surveys,Opt-in,Opt-out,Newsletter
Gurtrude Schmidt,Jane Doe,Chao Nguyen,yes,no,Alice,,Cohen,,0,0,0,Appeal2,0,0,0,1716537020,Appeal3,1212 Firwood Place,,Courtenay,Mobile,No Surveys,No Mass Communications,No Mass Communications,Opt-in,Opt-in,Event
Peter Smith,Jane Doe,Chao Nguyen,no,no,Ingrid,,Kim,,556633,389561,512881,Appeal2,1628913383,1700118736,12382,1727539959,Appeal1,505 Willow Way,Unit 454,Nanaimo,Work,Do Not Call,Do Not Email,,Opt-out,Opt-in,
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Chao,Beloved,Hernández,,0,418838,0,Appeal2,0,0,0,1738518781,Appeal1,789 Pine Lane,Apt 666,Prince George,Home,No Mass Communications,Do Not Email,No Surveys,Opt-in,Opt-in,Event
Parvati Patel,Alice Smith,Olga Smirnov,yes,no,Juan,,Ivanov,,799232,229643,700880,Appeal3,1671526782,660553478,256670,1721976246,Appeal1,999 Alder Terrace,Apt 444,Surrey,Work,,No Mass Communications,,Opt-out,Opt-in,Event
Peter Smith,Jane Doe,Sven Müller,no,no,Zainab,Snookums,García,,0,842011,0,Appeal2,0,0,0,1736406109,Appeal1,333 Magnolia Boulevard,Apt 101,Courtenay,Home,No Surveys,No Mass Appeals,Do Not Email,Opt-in,Opt-in,Magazine
Gurtrude Schmidt,Jane Doe,Chao Nguyen,no,no,Juan,,??????,,0,88375,0,Appeal3,0,0,0,1726317597,Appeal3,707 Redwood Terrace,,Campbell River,Home,No Surveys,No Surveys,,Opt-in,Opt-out,Appeal
Parvati Patel,Alice Smith,Priya Gupta,yes,no,Maria,,Jones,,753650,0,176651,Appeal3,1685686603,1159239075,644836,1722477951,Appeal3,222 Sycamore Lane,Unit 606,Richmond,Home,No Mass Communications,No Surveys,No Mass Communications,Opt-in,Opt-in,Survey
Peter Smith,Jane Doe,Chao Nguyen,yes,no,Yuki,,Kim,,369777,967009,21449,Appeal1,1583872059,885867857,41011,1732189183,Appeal2,303 Elm Drive,Apt 303,Victoria,Home,Do Not Call,No Surveys,Do Not Email,Opt-in,Opt-out,Event
Parvati Patel,Alice Smith,Priya Gupta,no,no,Priya,Buddy,Ivanov,,0,450038,0,Appeal1,0,0,0,1727707830,Appeal1,303 Elm Drive,Unit 676,Port Coquitlam,Work,No Mass Appeals,No Mass Communications,Do Not Email,Opt-in,Opt-out,Thank you
Gurtrude Schmidt,Jane Doe,Sven Müller,yes,no,Amina,,?,,150947,153650,101635,Appeal3,1600623746,903887439,9899,1708610597,Appeal3,1212 Firwood Place,Apt 121,Nanaimo,Work,Do Not Call,Do Not Email,,Opt-out,Opt-in,Research update
Hiroshi Nakamura,Alice Smith,Priya Gupta,no,no,Hiroshi,Angel,Nakamura,,739838,0,234403,Appeal1,1639148978,1045946202,136544,1711787073,Appeal2,1313 Poplarwood Street,,White Rock,Mobile,,No Mass Appeals,No Mass Communications,Opt-in,Opt-out,Research update
Hiroshi Nakamura,Bob Brown,Olga Smirnov,no,no,Ingrid,,??????,Whimsy Works,489423,0,232626,Appeal1,1689218262,645000519,173222,1739463881,Appeal2,1717 Hickorywood Court,Unit 454,Maple Ridge,Mobile,No Mass Communications,Do Not Email,No Mass Communications,Opt-in,Opt-in,Event
Hiroshi Nakamura,Bob Brown,Priya Gupta,no,no,Peter,Precious,Nakamura,,821081,294710,799268,Appeal3,1664632681,208053778,54069,1732050662,Appeal1,909 Fir Street,,Coquitlam,Work,No Mass Appeals,No Mass Appeals,Do Not Email,Opt-in,Opt-in,Event
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Zainab,,Nakamura,,923345,87257,209784,Appeal3,1596190050,531523646,370092,1709981225,Appeal2,444 Dogwood Court,,Burnaby,Home,No Mass Appeals,No Mass Appeals,Do Not Email,Opt-in,Opt-out,Newsletter
Parvati Patel,Bob Brown,Olga Smirnov,no,no,Hiroshi,,Kumar,,240010,516143,168057,Appeal1,1638375939,1311850862,92028,1715454464,Appeal3,454 Birchwood Lane,Unit 808,Langley,Mobile,No Mass Communications,No Mass Communications,,Opt-out,Opt-out,Thank you
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Rajesh,Cutie,Singh,,0,544618,0,Appeal3,0,0,0,1712894449,Appeal1,666 Juniper Road,Apt 909,Port Coquitlam,Mobile,,No Mass Communications,Do Not Email,Opt-in,Opt-out,Holiday Card
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Chao,,??????,,0,413906,0,Appeal2,0,0,0,1726490325,Appeal1,444 Dogwood Court,,Kamloops,Home,,No Mass Communications,No Mass Appeals,Opt-in,Opt-out,
Hiroshi Nakamura,Alice Smith,Priya Gupta,yes,no,Olga,,Singh,,0,95400,0,Appeal1,0,0,0,1717633268,Appeal3,909 Aspenwood Way,,Abbotsford,Home,Do Not Call,Do Not Email,,Opt-in,Opt-in,Research update
Hiroshi Nakamura,Bob Brown,Priya Gupta,no,no,Olga,Buddy,Hernández,,0,799145,0,Appeal2,0,0,0,1721480072,Appeal3,565 Cedarwood Boulevard,,North Vancouver,Mobile,No Mass Communications,No Mass Appeals,No Mass Appeals,Opt-out,Opt-in,
Parvati Patel,Alice Smith,Priya Gupta,no,no,Carlos,Pumpkin,Cohen,Jokester Junction,0,193253,0,Appeal3,0,0,0,1729265031,Appeal3,454 Birchwood Lane,,New Westminster,Mobile,No Mass Communications,,No Mass Appeals,Opt-in,Opt-in,Inspiration event
Parvati Patel,Alice Smith,Olga Smirnov,yes,no,Juan,Sweetheart,?,Acme Anvils Inc.,0,611827,0,Appeal1,0,0,0,1723611201,Appeal1,888 Sequoia Circle,Unit 454,Richmond,Mobile,No Mass Appeals,Do Not Email,No Mass Communications,Opt-out,Opt-in,
Hiroshi Nakamura,Bob Brown,Priya Gupta,no,no,Olga,,Kumar,,833666,763200,824778,Appeal3,1666614447,1066292391,69918,1720103532,Appeal3,101 Birch Boulevard,Apt 101,Port Coquitlam,Mobile,No Surveys,No Surveys,Do Not Email,Opt-out,Opt-in,Holiday Card
Parvati Patel,Bob Brown,Olga Smirnov,no,no,Rajesh,,Jones,,0,148198,0,Appeal3,0,0,0,1711183855,Appeal1,444 Dogwood Court,Apt 909,Surrey,Work,No Mass Appeals,Do Not Email,No Mass Appeals,Opt-out,Opt-out,Inspiration event
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Sven,,??,,0,40251,0,Appeal2,0,0,0,1728896025,Appeal2,999 Alder Terrace,,Maple Ridge,Work,No Mass Communications,,No Mass Appeals,Opt-in,Opt-out,Magazine
Hiroshi Nakamura,Alice Smith,Priya Gupta,no,no,Dimitri,,López,Mirthful Manufacturing,0,106562,0,Appeal1,0,0,0,1737162804,Appeal3,121 Maplewood Place,Unit 202,White Rock,Home,No Surveys,No Surveys,,Opt-out,Opt-in,Inspiration event
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Yuki,,Chen,Laughing Labs,0,24179,0,Appeal1,0,0,0,1714411004,Appeal1,454 Birchwood Lane,,Port Coquitlam,Mobile,No Surveys,No Mass Communications,,Opt-out,Opt-in,Survey
Peter Smith,Jane Doe,Chao Nguyen,no,no,Alice,Sweetheart,Kim,,0,418150,0,Appeal1,0,0,0,1731715328,Appeal3,888 Sequoia Circle,Apt 303,Campbell River,Home,No Mass Communications,No Mass Appeals,No Mass Appeals,Opt-in,Opt-in,Newsletter
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Ahmed,Beloved,Chen,,366969,552174,85524,Appeal3,1707399640,850223958,43672,1738007105,Appeal3,123 Maple Street,Unit 555,Richmond,Mobile,No Mass Communications,No Mass Communications,No Mass Appeals,Opt-out,Opt-in,
Parvati Patel,Bob Brown,Olga Smirnov,no,no,Hiroshi,,Silva,,0,841585,0,Appeal1,0,0,0,1738138114,Appeal1,232 Oakwood Street,Unit 606,Maple Ridge,Home,Do Not Call,No Mass Appeals,,Opt-out,Opt-in,
Hiroshi Nakamura,Bob Brown,Priya Gupta,yes,no,Rajesh,,García,Quirky Quacks,1919,420310,958,Appeal1,1696713914,1123373004,899,1726764120,Appeal2,222 Sycamore Lane,,Port Coquitlam,Work,Do Not Call,No Mass Communications,No Mass Appeals,Opt-in,Opt-in,Research update
Hiroshi Nakamura,Bob Brown,Priya Gupta,no,no,Jane,,Nakamura,,896202,558085,93716,Appeal2,1633252068,1531849615,138386,1719070459,Appeal2,1919 Laurelwood Road,Apt 707,Abbotsford,Home,No Mass Communications,Do Not Email,No Surveys,Opt-in,Opt-in,Survey
Gurtrude Schmidt,John Doe,Chao Nguyen,no,no,Alice,Peach,Jones,Laughing Labs,189142,834679,58566,Appeal2,1637416141,882613718,108567,1738225319,Appeal3,1818 Juniperwood Drive,Apt 565,Saanich,Home,No Surveys,No Mass Appeals,Do Not Email,Opt-out,Opt-out,Holiday Card
Hiroshi Nakamura,Alice Smith,Priya Gupta,yes,no,Dimitri,Sugar,Cohen,,223733,0,33485,Appeal3,1733055990,410718892,49620,1730967438,Appeal3,676 Elmwood Court,,Coquitlam,Home,No Surveys,Do Not Email,,Opt-out,Opt-in,Research update
Parvati Patel,Alice Smith,Olga Smirnov,yes,no,Hassan,,??,Whimsy Works,0,0,0,Appeal3,0,0,0,1713123137,Appeal3,1111 Cypresswood Terrace,,Surrey,Home,,No Mass Appeals,No Surveys,Opt-in,Opt-in,Inspiration event
Parvati Patel,Alice Smith,Priya Gupta,yes,no,Mei,,Singh,,635966,414295,3791,Appeal1,1697275022,1739160174,79470,1721626002,Appeal2,121 Maplewood Place,Apt 303,Coquitlam,Home,Do Not Call,No Surveys,,Opt-in,Opt-in,Survey
Hiroshi Nakamura,Bob Brown,Priya Gupta,no,no,Amina,Sweetheart,??,,548838,0,526883,Appeal1,1663752598,1626830240,30552,1716384368,Appeal3,555 Hickory Drive,Unit 555,North Vancouver,Home,No Surveys,,No Mass Communications,Opt-out,Opt-in,Event
Hiroshi Nakamura,Bob Brown,Priya Gupta,yes,no,Sven,,??????,,0,0,0,Appeal3,0,0,0,1719481049,Appeal1,404 Spruce Road,,Vancouver,Work,Do Not Call,Do Not Email,No Mass Appeals,Opt-in,Opt-out,Survey
Hiroshi Nakamura,Alice Smith,Priya Gupta,yes,no,Hassan,Love,García,,0,0,0,Appeal3,0,0,0,1731105942,Appeal2,1515 Magnoliawood Lane,Apt 909,Port Coquitlam,Work,No Surveys,No Mass Communications,,Opt-in,Opt-in,
Parvati Patel,Alice Smith,Olga Smirnov,no,no,Zainab,,Brown,,0,306212,0,Appeal3,0,0,0,1732862015,Appeal3,1919 Laurelwood Road,Apt 505,Richmond,Mobile,,No Surveys,Do Not Email,Opt-in,Opt-in,Appeal
Hiroshi Nakamura,Bob Brown,Priya Gupta,no,no,Dimitri,Honey,Nguyen,,836338,774701,661103,Appeal2,1727859794,1618204802,9639,1718657767,Appeal1,1919 Laurelwood Road,Apt 909,Surrey,Work,Do Not Call,No Mass Appeals,No Surveys,Opt-out,Opt-out,Appeal
Hiroshi Nakamura,Bob Brown,Priya Gupta,yes,no,Zainab,Precious,Jones,,0,787079,0,Appeal3,0,0,0,1731533293,Appeal3,666 Juniper Road,,New Westminster,Work,No Surveys,,No Surveys,Opt-out,Opt-in,Event
Peter Smith,John Doe,Sven Müller,yes,no,Chao,,González,,0,549718,0,Appeal1,0,0,0,1724657275,Appeal1,505 Willow Way,Apt 666,Victoria,Home,No Mass Appeals,,Do Not Email,Opt-in,Opt-in,Inspiration event
Peter Smith,Jane Doe,Sven Müller,no,no,Bob,,Smirnov,Laughing Labs,652579,0,450040,Appeal3,1598280597,148889431,313909,1721432172,Appeal1,123 Maple Street,Unit 232,Campbell River,Home,No Mass Appeals,No Mass Communications,Do Not Email,Opt-in,Opt-in,Newsletter
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Sergei,,Cohen,,982063,679984,254995,Appeal1,1715530554,648008539,133078,1731610136,Appeal3,777 Laurel Way,Apt 909,Prince George,Work,No Mass Communications,Do Not Email,No Mass Appeals,Opt-in,Opt-in,Thank you
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Carlos,Dear,Nguyen,,0,985642,0,Appeal1,0,0,0,1714666745,Appeal2,1313 Poplarwood Street,Apt 707,Kelowna,Mobile,No Surveys,No Surveys,,Opt-out,Opt-out,Appeal
Parvati Patel,Alice Smith,Priya Gupta,no,no,Dimitri,,Brown,,0,437088,0,Appeal1,0,0,0,1737524738,Appeal3,909 Fir Street,Unit 555,Vancouver,Work,,No Surveys,,Opt-out,Opt-in,Research update
Hiroshi Nakamura,Bob Brown,Priya Gupta,yes,no,Jane,,?,,0,705837,0,Appeal2,0,0,0,1728975858,Appeal2,1818 Juniperwood Drive,,Surrey,Mobile,,No Surveys,,Opt-in,Opt-in,Magazine
Gurtrude Schmidt,Jane Doe,Chao Nguyen,yes,no,Sven,Sweetie,Silva,,121622,0,121001,Appeal3,1694647834,1172915878,29805,1727702796,Appeal3,787 Sprucewood Drive,Apt 101,Nanaimo,Mobile,Do Not Call,,No Mass Appeals,Opt-in,Opt-out,Newsletter
Parvati Patel,Alice Smith,Priya Gupta,yes,no,Chao,,Chen,Gag Gifts Galore,0,969915,0,Appeal1,0,0,0,1716671046,Appeal1,1818 Juniperwood Drive,Unit 555,North Vancouver,Work,No Mass Communications,Do Not Email,No Mass Appeals,Opt-out,Opt-in,Inspiration event
Hiroshi Nakamura,Bob Brown,Olga Smirnov,yes,no,Dimitri,,?,,0,844096,0,Appeal2,0,0,0,1739140352,Appeal2,1010 Redwoodwood Circle,Unit 555,New Westminster,Work,,No Surveys,No Mass Communications,Opt-out,Opt-in,Thank you
Parvati Patel,Alice Smith,Olga Smirnov,yes,no,Amina,,López,,126837,909283,46310,Appeal2,1599281410,1030814668,7345,1723320739,Appeal1,898 Willowwood Road,,Vancouver,Work,No Mass Communications,No Mass Appeals,No Surveys,Opt-out,Opt-out,
Peter Smith,John Doe,Sven Müller,yes,no,Chao,,Nguyen,,0,908931,0,Appeal3,0,0,0,1738889698,Appeal1,888 Sequoia Circle,,Saanich,Home,,,,Opt-out,Opt-in,Event
Gurtrude Schmidt,Jane Doe,Chao Nguyen,no,no,Jane,,Cohen,,435517,155871,351202,Appeal2,1719063583,91760186,165961,1739773036,Appeal2,789 Pine Lane,Apt 707,Saanich,Mobile,No Surveys,No Surveys,Do Not Email,Opt-in,Opt-out,Newsletter
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Fatima,,Nakamura,,485726,85087,303664,Appeal1,1686538648,466297218,225164,1726944187,Appeal2,1515 Magnoliawood Lane,Apt 444,Salmon Arm,Mobile,,No Mass Communications,No Mass Appeals,Opt-in,Opt-in,Survey
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Peter,,Lee,,0,716943,0,Appeal3,0,0,0,1722045799,Appeal1,1010 Redwoodwood Circle,Apt 666,Vernon,Work,No Mass Appeals,Do Not Email,No Mass Communications,Opt-in,Opt-in,Newsletter
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Carlos,Darling,Ivanov,,370884,334159,230184,Appeal1,1586438698,1356453909,17803,1736656714,Appeal2,777 Laurel Way,Unit 777,Vernon,Work,,No Surveys,,Opt-out,Opt-in,Survey
Maria González,Carlos Hernández,Hassan Ahmed,yes,no,Rajesh,,Chen,,0,156228,0,Appeal2,0,0,0,1736444668,Appeal2,888 Sequoia Circle,,Salmon Arm,Mobile,,No Surveys,No Mass Communications,Opt-in,Opt-out,Holiday Card
Parvati Patel,Alice Smith,Priya Gupta,yes,no,John,,García,,743646,897282,548120,Appeal3,1640925425,76670594,190562,1739464359,Appeal3,123 Maple Street,,Port Coquitlam,Home,Do Not Call,,Do Not Email,Opt-in,Opt-in,Newsletter
Parvati Patel,Bob Brown,Priya Gupta,no,no,Priya,Doll,López,,158809,65798,34081,Appeal1,1716756423,912742787,104754,1720003623,Appeal2,202 Cedar Court,,Maple Ridge,Home,,,Do Not Email,Opt-out,Opt-out,Appeal
Parvati Patel,Bob Brown,Priya Gupta,no,no,Olga,,Hernández,Jester Jamboree,0,839483,0,Appeal2,0,0,0,1735535561,Appeal3,565 Cedarwood Boulevard,Apt 909,Burnaby,Work,No Mass Appeals,,No Mass Appeals,Opt-in,Opt-out,Magazine
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Juan,Precious,?,,258473,102219,166167,Appeal2,1599125024,1713467571,9368,1723322177,Appeal3,333 Magnolia Boulevard,Unit 333,Delta,Mobile,No Surveys,No Mass Appeals,No Mass Appeals,Opt-out,Opt-out,Survey
Gurtrude Schmidt,John Doe,Chao Nguyen,no,no,Priya,Doll,García,,0,200007,0,Appeal2,0,0,0,1717986646,Appeal1,444 Dogwood Court,Unit 555,Courtenay,Home,Do Not Call,,Do Not Email,Opt-in,Opt-in,
Gurtrude Schmidt,John Doe,Sven Müller,yes,no,Olga,Dear,??,,349204,431065,115911,Appeal2,1687177886,510939058,196012,1732750623,Appeal3,909 Aspenwood Way,Unit 404,Courtenay,Home,,No Mass Appeals,No Mass Appeals,Opt-in,Opt-out,
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Priya,,Ahmed,,0,407260,0,Appeal1,0,0,0,1709721629,Appeal3,909 Aspenwood Way,Apt 121,Kamloops,Home,Do Not Call,No Mass Appeals,Do Not Email,Opt-out,Opt-in,Newsletter
Parvati Patel,Alice Smith,Priya Gupta,no,no,Mei,,García,,0,0,0,Appeal3,0,0,0,1708743612,Appeal2,232 Oakwood Street,Apt 444,Port Coquitlam,Mobile,,No Mass Communications,No Mass Appeals,Opt-in,Opt-in,Newsletter
Hiroshi Nakamura,Alice Smith,Olga Smirnov,yes,no,Maria,,?,,361804,355105,20581,Appeal1,1705105220,125633640,53610,1719591957,Appeal2,676 Elmwood Court,Unit 606,White Rock,Work,,No Mass Communications,No Mass Communications,Opt-out,Opt-in,Event
Parvati Patel,Bob Brown,Olga Smirnov,no,no,Sven,Snookums,?,,0,312665,0,Appeal1,0,0,0,1720803669,Appeal2,1313 Poplarwood Street,Apt 909,New Westminster,Home,No Mass Communications,,No Mass Communications,Opt-out,Opt-in,Research update
Parvati Patel,Bob Brown,Priya Gupta,yes,no,Jane,,?,,0,0,0,Appeal1,0,0,0,1718630771,Appeal1,1515 Magnoliawood Lane,Apt 505,Vancouver,Home,Do Not Call,No Mass Communications,No Mass Appeals,Opt-in,Opt-in,Thank you
Peter Smith,John Doe,Chao Nguyen,yes,no,Sven,Babe,Ivanov,,267857,527602,75182,Appeal2,1689206726,786086109,63330,1711396154,Appeal3,1717 Hickorywood Court,Apt 707,Courtenay,Mobile,,,,Opt-in,Opt-out,
Hiroshi Nakamura,Bob Brown,Olga Smirnov,yes,no,Yuki,,Cohen,,232608,350550,138630,Appeal2,1712098041,713369966,4544,1718169474,Appeal3,1515 Magnoliawood Lane,Apt 505,Burnaby,Work,No Surveys,Do Not Email,No Surveys,Opt-out,Opt-out,Inspiration event
Gurtrude Schmidt,John Doe,Chao Nguyen,yes,no,Peter,,Williams,,0,266495,0,Appeal2,0,0,0,1731198875,Appeal3,565 Cedarwood Boulevard,Apt 909,Courtenay,Work,Do Not Call,No Surveys,No Mass Appeals,Opt-in,Opt-out,Inspiration event
Hiroshi Nakamura,Alice Smith,Priya Gupta,yes,no,John,,Jones,,15178,484335,13863,Appeal3,1702081519,1636503254,8275,1717937964,Appeal3,222 Sycamore Lane,Unit 777,Surrey,Home,Do Not Call,,No Mass Communications,Opt-in,Opt-out,Inspiration event
Parvati Patel,Bob Brown,Priya Gupta,no,no,Zainab,,??,,669317,374362,434493,Appeal3,1635673834,337976898,33434,1717092750,Appeal2,707 Redwood Terrace,Unit 333,Maple Ridge,Work,Do Not Call,No Mass Communications,No Mass Communications,Opt-in,Opt-out,Event
Hiroshi Nakamura,Bob Brown,Priya Gupta,no,no,Sergei,Champ,Müller,Goofy Gadgets,0,173609,0,Appeal2,0,0,0,1737251086,Appeal3,505 Willow Way,Apt 303,New Westminster,Work,,No Mass Communications,No Surveys,Opt-out,Opt-out,Inspiration event
Maria González,Carlos Hernández,Hassan Ahmed,no,no,Fatima,,Cohen,,0,0,0,Appeal3,0,0,0,1737633421,Appeal2,232 Oakwood Street,Apt 121,Salmon Arm,Work,Do Not Call,No Surveys,No Surveys,Opt-in,Opt-out,Event
Parvati Patel,Bob Brown,Priya Gupta,no,no,Hassan,Darling,Singh,,0,330546,0,Appeal3,0,0,0,1725423309,Appeal2,1414 Sycamorewood Avenue,,Port Coquitlam,Work,No Mass Appeals,No Mass Appeals,,Opt-in,Opt-out,
Parvati Patel,Alice Smith,Priya Gupta,yes,no,Hiroshi,,Singh,,0,561078,0,Appeal3,0,0,0,1732482275,Appeal3,898 Willowwood Road,,Maple Ridge,Mobile,No Surveys,No Surveys,,Opt-in,Opt-in,Appeal
Parvati Patel,Bob Brown,Olga Smirnov,no,no,Dimitri,Champ,Chen,,0,0,0,Appeal3,0,0,0,1717393613,Appeal3,909 Fir Street,Unit 202,Port Coquitlam,Work,No Mass Communications,No Mass Appeals,No Mass Communications,Opt-out,Opt-in,Appeal
